t,SP,PV,MV,Manual Mode,
0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+01,3.930000000000000426e+01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,2.993455460038170912e+01,2.121315280464217068e+01,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,2.984249758382045670e+01,1.103590060149905838e+01,0.000000000000000000e+00
3.000000000000000000e+00,0.000000000000000000e+00,2.973459871652119446e+01,4.895992049421625580e+00,0.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00,2.961915873090592655e+01,1.875000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,0.000000000000000000e+00,2.950171035007691245e+01,9.375000000000000000e-01,0.000000000000000000e+00
6.000000000000000000e+00,0.000000000000000000e+00,2.938349960422941365e+01,4.687499999999964473e-01,0.000000000000000000e+00
7.000000000000000000e+00,0.000000000000000000e+00,2.926514852931190447e+01,2.343750000000000000e-01,0.000000000000000000e+00
8.000000000000000000e+00,0.000000000000000000e+00,2.914696716811391042e+01,1.171875000000017764e-01,0.000000000000000000e+00
9.000000000000000000e+00,0.000000000000000000e+00,2.902910957079388865e+01,5.859374999999644729e-02,0.000000000000000000e+00
1.000000000000000000e+01,4.000000000000000000e+01,2.916925864330855944e+01,9.757623949144485209e+01,0.000000000000000000e+00
1.100000000000000000e+01,4.000000000000000000e+01,2.929795132270919567e+01,9.345296581857503782e+01,0.000000000000000000e+00
1.200000000000000000e+01,4.000000000000000000e+01,2.941628432498695744e+01,8.972741655421837947e+01,0.000000000000000000e+00
1.300000000000000000e+01,4.000000000000000000e+01,2.952524401463986692e+01,8.635948679704085862e+01,0.000000000000000000e+00
1.400000000000000000e+01,4.000000000000000000e+01,2.962572070608444363e+01,8.331431791578455659e+01,0.000000000000000000e+00
1.500000000000000000e+01,4.000000000000000000e+01,2.971851962161132477e+01,8.056105342280633863e+01,0.000000000000000000e+00
1.600000000000000000e+01,4.000000000000000000e+01,2.980436982302822102e+01,7.807208847885914338e+01,0.000000000000000000e+00
1.700000000000000000e+01,4.000000000000000000e+01,2.988393180858558651e+01,7.582257817483774431e+01,0.000000000000000000e+00
1.800000000000000000e+01,4.000000000000000000e+01,2.995780415093093296e+01,7.379008604934537630e+01,0.000000000000000000e+00
1.900000000000000000e+01,4.000000000000000000e+01,3.002652939112366681e+01,7.195431256125698383e+01,0.000000000000000000e+00
2.000000000000000000e+01,4.000000000000000000e+01,3.009059932085595079e+01,7.029687246070251661e+01,0.000000000000000000e+00
2.100000000000000000e+01,4.000000000000000000e+01,3.015045974128809547e+01,6.880110469934369632e+01,0.000000000000000000e+00
2.200000000000000000e+01,4.000000000000000000e+01,3.020651476295819293e+01,6.745190594692169839e+01,0.000000000000000000e+00
2.300000000000000000e+01,4.000000000000000000e+01,3.025913069736491678e+01,6.623558256427719471e+01,0.000000000000000000e+00
2.400000000000000000e+01,4.000000000000000000e+01,3.030863958218118626e+01,6.513971783829401829e+01,0.000000000000000000e+00
2.500000000000000000e+01,4.000000000000000000e+01,3.035534237618438169e+01,6.415305231955231591e+01,0.000000000000000000e+00
2.600000000000000000e+01,4.000000000000000000e+01,3.039951185564581237e+01,6.326537567347993019e+01,0.000000000000000000e+00
2.700000000000000000e+01,4.000000000000000000e+01,3.044139524047471568e+01,6.246742878825367029e+01,0.000000000000000000e+00
2.800000000000000000e+01,4.000000000000000000e+01,3.048121657553128117e+01,6.175081509197492835e+01,0.000000000000000000e+00
2.900000000000000000e+01,4.000000000000000000e+01,3.051917889003352613e+01,6.110792017531206000e+01,0.000000000000000000e+00
3.000000000000000000e+01,4.000000000000000000e+01,3.055546615578628789e+01,6.053183892303427172e+01,0.000000000000000000e+00
3.100000000000000000e+01,4.000000000000000000e+01,3.059024506299949664e+01,6.001630944357781061e+01,0.000000000000000000e+00
3.200000000000000000e+01,4.000000000000000000e+01,3.062366663069966322e+01,5.955565315775441348e+01,0.000000000000000000e+00
3.300000000000000000e+01,4.000000000000000000e+01,3.065586766714716660e+01,5.914472047009618194e+01,0.000000000000000000e+00
3.400000000000000000e+01,4.000000000000000000e+01,3.068697209423272554e+01,5.877884150146453379e+01,0.000000000000000000e+00
3.500000000000000000e+01,4.000000000000000000e+01,3.071709214852305081e+01,5.845378141082817081e+01,0.000000000000000000e+00
3.600000000000000000e+01,4.000000000000000000e+01,3.074632947044480957e+01,5.816569987844390965e+01,0.000000000000000000e+00
3.700000000000000000e+01,4.000000000000000000e+01,3.077477609202539810e+01,5.791111436269310531e+01,0.000000000000000000e+00
3.800000000000000000e+01,4.000000000000000000e+01,3.080251533263859542e+01,5.768686677902944382e+01,0.000000000000000000e+00
