t,SP,PV,MV,DV,Manual Mode,
9.990999999999999881e-01,0.000000000000000000e+00,3.033999999999999986e+01,3.041000000000000369e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.000100000000000211e+00,0.000000000000000000e+00,3.028000000000000114e+01,3.033163564821493452e+01,5.000000000000000000e+01,0.000000000000000000e+00
3.000300000000000189e+00,0.000000000000000000e+00,3.023999999999999844e+01,3.025347323564822943e+01,5.000000000000000000e+01,0.000000000000000000e+00
4.001000000000000334e+00,0.000000000000000000e+00,3.033999999999999986e+01,3.017551224191727854e+01,5.000000000000000000e+01,0.000000000000000000e+00
5.001800000000000246e+00,0.000000000000000000e+00,3.023999999999999844e+01,3.009775214798039400e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.002699999999999925e+00,0.000000000000000000e+00,3.023999999999999844e+01,3.002019243613350241e+01,5.000000000000000000e+01,0.000000000000000000e+00
7.003400000000000070e+00,0.000000000000000000e+00,3.023999999999999844e+01,2.994283259000654240e+01,5.000000000000000000e+01,0.000000000000000000e+00
8.003600000000000492e+00,0.000000000000000000e+00,3.023999999999999844e+01,2.986567209456014993e+01,5.000000000000000000e+01,0.000000000000000000e+00
9.003999999999999559e+00,0.000000000000000000e+00,3.023999999999999844e+01,2.978871043608216240e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.000450000000000017e+01,4.000000000000000000e+01,3.023999999999999844e+01,1.297119471021842116e+02,5.000000000000000000e+01,0.000000000000000000e+00
1.100479999999999947e+01,4.000000000000000000e+01,3.023999999999999844e+01,1.116015330236534879e+02,5.000000000000000000e+01,0.000000000000000000e+00
1.200469999999999970e+01,4.000000000000000000e+01,3.023999999999999844e+01,1.004351604321489191e+02,5.000000000000000000e+01,0.000000000000000000e+00
1.300639999999999930e+01,4.000000000000000000e+01,3.023999999999999844e+01,9.356138328099899582e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.400569999999999915e+01,4.000000000000000000e+01,3.028000000000000114e+01,8.934118657264218655e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.500769999999999982e+01,4.000000000000000000e+01,3.044000000000000128e+01,8.656082133740329709e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.600769999999999982e+01,4.000000000000000000e+01,3.053000000000000114e+01,8.421023879512851806e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.700840000000000174e+01,4.000000000000000000e+01,3.053000000000000114e+01,8.290036376426702702e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.800949999999999918e+01,4.000000000000000000e+01,3.057000000000000028e+01,8.243679463491338311e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.901020000000000110e+01,4.000000000000000000e+01,3.057000000000000028e+01,8.197720102354784899e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.001060000000000016e+01,4.000000000000000000e+01,3.057000000000000028e+01,8.186211098542938203e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.101099999999999923e+01,4.000000000000000000e+01,3.057000000000000028e+01,8.181841997160134383e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.201109999999999900e+01,4.000000000000000000e+01,3.082000000000000028e+01,8.181893800814850692e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.301139999999999830e+01,4.000000000000000000e+01,3.089000000000000057e+01,8.059324985570603417e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.401150000000000162e+01,4.000000000000000000e+01,3.089000000000000057e+01,8.039596282606900957e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.501069999999999993e+01,4.000000000000000000e+01,3.089000000000000057e+01,8.054771432033297174e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.601109999999999900e+01,4.000000000000000000e+01,3.107999999999999829e+01,8.066744306508591933e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.701249999999999929e+01,4.000000000000000000e+01,3.121000000000000085e+01,7.981470727009752864e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.801259999999999906e+01,4.000000000000000000e+01,3.121000000000000085e+01,7.933339986381555775e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.901340000000000074e+01,4.000000000000000000e+01,3.130999999999999872e+01,7.952042391452009440e+01,5.000000000000000000e+01,0.000000000000000000e+00
3.001249999999999929e+01,4.000000000000000000e+01,3.153000000000000114e+01,7.915890698154922234e+01,5.000000000000000000e+01,0.000000000000000000e+00
3.101409999999999911e+01,4.000000000000000000e+01,3.153000000000000114e+01,7.821013302951151047e+01,5.000000000000000000e+01,0.000000000000000000e+00
3.201449999999999818e+01,4.000000000000000000e+01,3.178999999999999915e+01,7.842518089296767414e+01,5.000000000000000000e+01,0.000000000000000000e+00
3.301449999999999818e+01,4.000000000000000000e+01,3.185999999999999943e+01,7.727699781212835717e+01,5.000000000000000000e+01,0.000000000000000000e+00
3.401359999999999673e+01,4.000000000000000000e+01,3.185999999999999943e+01,7.715800408314511571e+01,5.000000000000000000e+01,0.000000000000000000e+00
3.501469999999999771e+01,4.000000000000000000e+01,3.207999999999999829e+01,7.735312622947893146e+01,5.000000000000000000e+01,0.000000000000000000e+00
3.601440000000000197e+01,4.000000000000000000e+01,3.217999999999999972e+01,7.639146159032236483e+01,5.000000000000000000e+01,0.000000000000000000e+00
3.701570000000000249e+01,4.000000000000000000e+01,3.224000000000000199e+01,7.609419557733093598e+01,5.000000000000000000e+01,0.000000000000000000e+00
3.801670000000000016e+01,4.000000000000000000e+01,3.250000000000000000e+01,7.598279216592526097e+01,5.000000000000000000e+01,0.000000000000000000e+00
3.901769999999999783e+01,4.000000000000000000e+01,3.250000000000000000e+01,7.484147807545296871e+01,5.000000000000000000e+01,0.000000000000000000e+00
4.001769999999999783e+01,4.000000000000000000e+01,3.253000000000000114e+01,7.507395885931784107e+01,5.000000000000000000e+01,0.000000000000000000e+00
4.101720000000000255e+01,4.000000000000000000e+01,3.282000000000000028e+01,7.508469048551825153e+01,5.000000000000000000e+01,0.000000000000000000e+00
4.201729999999999876e+01,4.000000000000000000e+01,3.282000000000000028e+01,7.376071028037368649e+01,5.000000000000000000e+01,0.000000000000000000e+00
4.301930000000000121e+01,4.000000000000000000e+01,3.292000000000000171e+01,7.398481247521358739e+01,5.000000000000000000e+01,0.000000000000000000e+00
4.401950000000000074e+01,4.000000000000000000e+01,3.314000000000000057e+01,7.363766814382498183e+01,5.000000000000000000e+01,0.000000000000000000e+00
4.501959999999999695e+01,4.000000000000000000e+01,3.314000000000000057e+01,7.268922862718255828e+01,5.000000000000000000e+01,0.000000000000000000e+00
4.601930000000000121e+01,4.000000000000000000e+01,3.342999999999999972e+01,7.289593058167281470e+01,5.000000000000000000e+01,0.000000000000000000e+00
4.702040000000000219e+01,4.000000000000000000e+01,3.346999999999999886e+01,7.158360035953310785e+01,5.000000000000000000e+01,0.000000000000000000e+00
4.802100000000000080e+01,4.000000000000000000e+01,3.346999999999999886e+01,7.161105938082272360e+01,5.000000000000000000e+01,0.000000000000000000e+00
4.902109999999999701e+01,4.000000000000000000e+01,3.378999999999999915e+01,7.178192824715961251e+01,5.000000000000000000e+01,0.000000000000000000e+00
5.002190000000000225e+01,4.000000000000000000e+01,3.378999999999999915e+01,7.029526560763022758e+01,5.000000000000000000e+01,0.000000000000000000e+00
